pair,x,y,z,offset,residue,data_number,baseline
S1E1,125.33201857018841,305.9332859695217,-5.909107449574265,-88.4269596226959,[1.02682935e-07],22,330.6632847684148
S1E1,125.33486136492378,305.93355218145086,-5.897456014626954,-88.43853941357841,[9.70982329e-10],7,330.6644005803613
S1E1,125.33405616710367,305.936205360552,-5.8982847318914935,-88.43718053083774,[3.55333171e-09],11,330.6665649086569
S1E2,70.39506647119276,269.71617421486974,-2.7960606224162348,-62.53044433694109,[2.66912414e-08],12,278.7653098425158
S1E2,-102.66134281101232,125.33047692853867,15.267788417818998,0.8663499729640165,[],2,162.72733365377326
S1E2,62.937311750867586,266.4430421448445,-48.038103492044314,-19.233837254631155,[],3,277.9580171625522
S1E2,82.18270113281312,237.94487358687195,-74.61912854134529,15.737601453163023,[],3,262.56384666596347
S1E2,70.39496091021127,269.7147623610684,-2.7982792688421796,-62.52968489463265,[7.01481206e-08],22,278.7639394252854
S1E2,70.39792995977429,269.71528031621733,-2.787268254269037,-62.540845449400734,[3.98392517e-10],7,278.7650800279659
S1E2,-84.77533359557944,160.22329415032277,-53.14452043712831,20.59761371258172,[],2,188.89865332266132
S1E2,70.39532647564708,269.7173404884548,-2.7915284852425657,-62.53478732521461,[1.64100669e-09],11,278.76645849359625
S1E2,70.39737350446508,269.7106163570026,-2.8054911781164833,-62.52285112908996,[3.88682757e-09],5,278.7606097581792
S1E2,0.9080506532076598,8.217082398832941,19.52893459821126,21.206703791,[],1,21.206703791000002
S1E2,77.03022149565808,217.7096130696831,-88.09699372697983,34.10541640797605,[],3,247.16838582301094
S1W1,-175.06910090425276,216.32049439276744,-10.791168950450412,43.56598594348276,[9.62649823e-08],12,278.49631184823966
S1W1,-172.81570631426217,213.46229250503887,29.98034782029636,5.901321803857471,[],2,276.27927885715576
S1W1,-175.06663033980453,220.58446476170306,-7.876287546068937,41.428301253434796,[7.32391502e-09],12,281.7230325306207
S1W1,-176.97100957498446,213.32547867684053,-14.677264946280488,48.481625838019355,[],3,277.5642631698031
S1W1,-7.000981732035841,-3.0249536858552477,-6.592581609270718,-10.080983200500002,[],1,10.080983200500004
S1W1,-32.87772472247915,-3.103722185271648,-26.00672914747396,-42.034840730999996,[],1,42.03484073099999
S1W1,2.1781636339633703,1.136138435950668,6.389095759187555,6.845126148000001,[],1,6.845126148000001
S2E1,131.07410382790954,272.3496668550677,-6.552965045927294,-83.53078401198186,[1.21555386e-07],12,302.32053036677667
S2E1,-80.14455184291579,96.75629925327068,10.051112077322458,-1.263123774100329,[],2,126.03949971846596
S2E1,131.07868511657233,272.35252927706455,-6.539531175305029,-83.54547410057938,[2.2491791e-07],22,302.3248044132281
S2E1,131.07799406198401,272.35188253455146,-6.538270434380138,-83.54609651713699,[1.03817528e-09],7,302.32389490032165
S2E1,131.07998249996228,272.35402798865766,-6.528954354811901,-83.55581353234703,[3.71573303e-09],11,302.3264884504898
S2E2,76.13828099491636,236.1328973124577,-3.4355755282548444,-57.63979283193564,[3.86495013e-08],12,248.12816487703864
S2E2,-83.86216273218642,102.6739504445056,12.977612510702023,1.232689889098161,[],2,133.20368187283125
S2E2,76.141627456595,236.13400566861117,-3.428702994573058,-57.648199372515876,[1.28268208e-07],22,248.13015147109306
S2E2,76.1410626568344,236.13361066931776,-3.4280826740225905,-57.64840255295891,[5.8664287e-10],7,248.1295936825369
S2E2,76.1412528085057,236.13516311656048,-3.422198108163286,-57.65342032672359,[1.75884109e-09],11,248.1310481967642
S2W1,-169.3258863805293,182.7372174903556,-11.43068385628942,48.456637448488536,[2.90194221e-08],12,249.38886700911868
S2W1,-154.01652623543632,190.80576602100584,27.69017191317937,6.267661719991622,[],2,246.76846703149715
S2W1,-166.97831586828005,186.35593058022508,-6.6559187950951895,42.424792043519446,[],3,250.3089932216493
S2W1,-7.563281722027936,-3.267909815779091,-7.122080001753599,-10.890660610000005,[],1,10.890660610000007
S2W1,-30.33394918564153,-2.8635847477002416,-23.994567966707258,-38.78257189399999,[],1,38.782571893999986
S2W1,2.2652638732160035,1.181570252023803,6.644582427202771,7.118848524000002,[],1,7.118848524000003
E1E2,-54.935822832993175,-36.21676954261003,3.117389517672393,25.89099118004625,[3.65686179e-08],12,65.87349348444664
E1E2,-3.7176108892706567,5.917651191234908,2.9265004333795552,2.4958136631984758,[],2,7.576518404367432
E1E2,-54.93705765997723,-36.218523608453474,3.110828180731902,25.89727472806357,[3.04043743e-08],22,65.87517748501176
E1E2,-54.93693140514967,-36.21827186523387,3.1101877603570447,25.897693964178558,[1.31581743e-10],7,65.87490354469436
E1E2,-54.93632926895562,-36.211708994582644,3.1229029037410587,25.88201163496424,[2.72416381e-10],9,65.87139488732299
E1E2,-54.93872969145668,-36.218864872097306,3.1067562466486383,25.90239320562344,[7.04668114e-10],11,65.87656735980009
E1W1,-300.39999020843845,-89.61244936471213,-4.877718810361829,131.98742146047002,[1.63784034e-07],12,313.51927746020016
E1W1,-73.87197439252053,94.04946676773514,17.639059835856912,7.53078549409193,[],2,120.88634013749224
E1W2,-194.4175485794694,-106.59506180643032,6.385366566980782,97.50019380278277,[1.03421829e-07],12,221.8140286441815
E1W2,3.289817473047016,4.172007059575227,13.603469495464722,14.604209127000004,[],1,14.604209127000004
E1W2,-194.42334376751742,-106.59881425293503,6.372121187288126,97.51455444015205,[1.59204683e-07],22,221.82053045266008
E1W2,-194.42270631333514,-106.5976257730839,6.372508019454056,97.5134168005564,[4.34082101e-09],7,221.81941170492232
E1W2,-194.42494506550977,-106.57178821183592,6.415421483368533,97.46297984708158,[5.41854358e-09],9,221.8101957512417
E1W2,-194.42354921603794,-106.59846448856032,6.362419780932974,97.52524747745139,[2.40241999e-09],11,221.8202639673589
E2W1,-245.46416737544553,-53.39567982210221,-7.995108328034531,106.09643028042416,[6.79695671e-08],12,251.33180826581062
E2W1,-70.15436350324987,88.13181557650023,14.712559402477353,5.034971830893454,[],2,113.60154505783709
E2W2,-139.4817257464761,-70.37829226382026,3.2679770493084774,71.6092026227364,[2.90649369e-08],12,156.26559286414167
E2W2,2.605593521305181,3.304303249140573,10.774188013484649,11.56679147,[],1,11.56679147
E2W2,-131.58903524369308,-66.91685265363381,51.18222996620207,25.755806766028783,[],3,156.24711206850267
E2W2,-145.14313701078868,-55.14255561599835,37.71171160537611,34.07532992608398,[],3,159.77923786713686
E2W2,-139.48628610754017,-70.38029064448149,3.2612930065563503,71.61727971208836,[7.63644012e-08],22,156.27042380230128
E2W2,-139.48577490818536,-70.37935390784992,3.2623202590975247,71.61572283637729,[3.38569424e-09],7,156.26956706824353
E2W2,-3.0585439749431487,13.983989511717166,22.407513864109347,26.280360103734065,[],2,26.589534247156895
E2W2,-139.48861579655443,-70.36007921725393,3.2925185796260408,71.58096821211892,[3.66311876e-09],9,156.26405652898623
E2W2,-139.48481952458107,-70.3795996164631,3.255663534283972,71.62285427182827,[2.30914787e-09],11,156.26868613073788
E2W2,-139.49048624506932,-70.37836805776536,3.2630832456385903,71.61573058021831,[7.41240966e-09],5,156.27334435414164
E2W2,0.8859389604878203,8.016990476190976,19.053390861244445,20.690305156000004,[],1,20.690305156000004
E2W2,-142.70212239067112,-45.19547503991547,44.57307783012719,24.816011617688247,[],3,156.1835009408365
W1W2,105.98244162896937,-16.982612441718178,11.26308537734274,-34.48722765768748,[8.94472998e-09],12,107.9237886251257
W1W2,-0.560821178621731,-0.7112096447715973,-2.3190082301816086,-2.489606138499993,[],1,2.489606138499993
W1W2,105.96781098124275,-16.963404249469463,11.23911411532375,-34.45224735404579,[4.61170224e-10],8,107.90390045769699
W1W2,105.97973943501427,-16.98526067473737,11.259868062492139,-34.48364275345584,[5.09766973e-10],6,107.92121607768802
W1W2,105.98018275748375,-16.980673531105708,11.256992013888745,-34.477932030777175,[1.88673291e-09],6,107.92062953893664
W1W2,105.97412854199632,-16.984122379976647,11.247649839173572,-34.47295056281112,[],4,107.91425281286176
W1W2,69.79079740507918,32.92463119836424,25.99405202998411,10.978733952270545,[],2,81.42774393855345
W1W2,13.694082637915468,-3.739467416720508,17.629609767947343,21.465146355954655,[],2,22.634368920402366
W1W2,69.20217136877905,1.2506250160375334,-32.581358330058976,20.05805746068086,[],3,76.4986895032608
W1W2,1.1026415769795008,0.5751420403636834,3.234322028673663,3.4651761569999957,[],1,3.465176156999996
W1W2,102.60952265817407,-0.1189475566642848,-15.955670514808347,-2.7278660239964836,[],3,103.84272584171075
W1W2,105.97389205851606,-21.4985434402974,8.164577778489125,-32.22939290059436,[],3,108.44036839842147
S2E2,76.14462812371514,236.24905205199832,-3.363731706528995,158.14282240519287,[1.70502597e-09],13,248.23966983252333
S2E2,76.13939593433682,236.1236281472329,-3.426667291700383,158.08130167401998,[1.75799867e-05],35,248.11956277445444
S2E2,76.14382873064882,236.136804205072,-3.4379646889594255,158.0985697177481,[2.01406233e-06],40,248.1336183493672
S2W1,-169.32760969436475,182.75502265519378,-11.40688107149606,45.84534757331575,[7.37124134e-10],13,249.40199407038986
S2W1,-169.33478245743382,182.72055806021254,-11.410119781528408,45.81833046143663,[1.0583079e-05],35,249.38175899846956
E2W1,-245.4722378180799,-53.49402939680421,-8.043149364966887,-112.29747483187693,[9.0587348e-10],13,251.36213512028675
E2W1,-245.47417839177052,-53.40307008702021,-7.98345248982825,-112.26297121258305,[2.88783475e-06],35,251.3427851868665
E2W1,-245.47513636208953,-53.40323779909412,-7.984602489667015,-112.26179694484577,[1.71739491e-05],40,251.34379295365747
S2E2,76.13945753680291,236.13477769449446,-3.434647920118735,51.67419770045177,[1.96685274e-06],111,248.1303025371188
S2E2,76.13774874532223,236.13689939313255,-3.438260370181297,51.68010884061371,[2.1930715e-07],24,248.13184735817646
S2W2,-63.34391755012353,165.75456751330782,-0.16974575487175514,86.70880371308108,[6.61413921e-07],111,177.44592797734714
S2W2,-63.34456780542482,165.7545681142942,-0.17083263213901745,86.71067203321593,[4.33260287e-08],24,177.4461617082783
E2W2,-139.4833750869264,-70.38021018118675,3.2649021652470225,35.034606012629254,[9.46295464e-07],111,156.26786456894092
E2W2,-139.48450293875453,-70.3775109316358,3.2627054034733547,35.03588339504068,[3.19090387e-07],95,156.26760973264354
E2W2,-139.49287658149984,-70.37602034192221,3.2714849021778747,35.02764660716446,[9.49112481e-08],28,156.27459636682278
E2W2,-139.48231655074704,-70.38233127883844,3.267427738042386,35.03056319260211,[7.98596275e-08],24,156.26792783751338
E2W2,-139.48298564343702,-70.37893294358386,3.265219787079875,35.034076269109676,[5.0315527e-08],48,156.26694834974757
E2W2,-141.9229541551868,-1700557.543610799,-1156783.631759075,1757960.6367644193,[5.89426265e-10],12,2056707.1619410077
E2W2,-139.4156202113564,-71.07219795634884,2.658455514774584,35.85599735328101,[1.77713384e-10],12,156.50891305924927
E2W2,-139.4927621329645,-70.3776523110895,3.2697123516676783,35.03000130317343,[1.66698476e-07],59,156.27519205288812
S1W1,-100.72537937792777,190.1679171424021,-97.80379504455257,50.035599513453406,[],3,236.378977674039
S1E2,70.39501573236652,269.71507341328413,-2.79507150955979,-26.164597033021977,[1.8426126e-07],23,278.7642220426375
E2W2,-139.492188371904,-70.3905212615322,3.2220090814438826,34.45367196105687,[3.37514742e-06],9,156.27948503490109
E2W2,-139.48695040507832,-70.38027854228469,3.2621502623348135,34.41285337654926,[6.20563243e-07],45,156.2710291939373
E2W2,-139.4575742860801,-70.36016063652707,3.425123376243956,34.250507417604034,[6.67063135e-05],20,156.23923547143315
S2E2,76.13403956667914,236.13648585591963,-3.439602308625652,-95.0235593746207,[1.26840908e-07],19,248.13033429463053
S2E2,76.13440615031786,236.1379119820153,-3.4366961721270712,-95.02669586792649,[1.03836432e-07],26,248.13176369757073
S1E1,125.32197060860513,305.9390821334056,-5.918220069786031,127.7334221893496,[1.2521492e-07],40,330.6650021133915
S1E1,125.33723857060893,305.9344447894827,-5.914889128918361,127.68697550458984,[2.07933876e-06],138,330.6664388693872
S1E1,125.33257607945289,305.9341889805176,-5.911050565769301,127.73233653393831,[7.72111385e-06],260,330.66436628803837
S1E1,125.33057055515522,305.9362775081464,-5.915268107134054,127.7368761167607,[2.52433591e-05],240,330.6656138881114
S1E1,125.33409006578553,305.93386206737785,-5.910274952394474,127.73127493898238,[2.12485038e-06],201,330.6646238140583
S1E1,125.3362693964677,305.9321962014478,-5.934627903864367,127.75054955927396,[5.79446775e-05],24,330.66434477763465
S1E1,125.3334377411341,305.93365533991613,-5.908810394841936,127.73067941137538,[1.78732014e-05],187,330.664159119091
S2E2,76.140343503508,236.13202238175376,-3.4340467157658026,-58.028101779445706,[5.19104339e-07],95,248.12794397200673
S2E2,76.14618887423079,236.13056009993574,-3.440694107858988,-58.024875149320025,[5.30418329e-08],28,248.1284382514895
S2E2,79.26452185707261,2180143.8297272534,1482917.870580458,-2253597.846833323,[3.88410394e-10],12,2636678.3147489876
S2E2,76.1010140099966,236.53131027996204,-3.0879701307766396,-58.499923861483296,[9.40167154e-10],12,248.49136933832116
S2E2,76.14515611273123,236.1329843917119,-3.4364977027868377,-58.02977715957874,[9.29417376e-08],59,248.13037023635363
S2W2,-63.3441594352466,165.75451145011803,-0.17134131229245497,-22.992218384405035,[2.18485584e-07],95,177.44596348880566
S2W2,-63.345984673397474,165.75399412808437,-0.1701297044619139,-22.99599339304588,[2.78230354e-07],68,177.4461306644123
S2W2,-63.35223720911315,165.75120090285935,-0.16659330611543055,-22.993110275473484,[3.42854179e-08],28,177.44575033927813
S2W2,-63.34401401881012,165.7541571181321,-0.17158905682939007,-22.99154899038463,[2.38157318e-07],84,177.4455808318766
S2W2,-63.53472848302164,166.02937532616764,0.5255043240857731,-23.75131543890977,[4.61706437e-11],8,177.77145819676272
S2W2,-63.32022229180935,165.71178276795317,-0.2711982938074726,-22.885034190731915,[3.64578814e-09],16,177.39762976920525
S2W2,-62.65843229952083,479586.2851347333,326134.23815354955,-495637.2090540219,[8.16304035e-11],12,579971.1631722813
S2W2,-63.35202203516462,165.75114754151866,-0.16704029815987553,-22.992806323147718,[1.54214077e-07],58,177.44562409294707
S2W2,-63.34629023982194,165.75372716824154,-0.1717661938119477,-22.99208774788879,[4.06799644e-09],20,177.44599195512123
S2W2,-65.01961383153723,166.94309577148024,1.5566468688766548,-25.66657911021109,[5.97147451e-09],8,179.16464650717853
S2W2,-63.346510357226,165.7540491179663,-0.16931660015207228,-22.99674893126695,[2.86254974e-07],126,177.44636891621766
S1E1,1578.9021696900413,-1188.3906738710239,745.7933433670357,-702.4474842697753,[],4,2112.2055217724733
S1E2,1063.473058834378,-767.3764597309267,499.84703650155416,-440.77259341577815,[],4,1403.4559621573828
E1E2,-54.93798129625385,-36.21762997223543,3.113868185714805,62.03356773389141,[8.73903198e-09],40,65.87560007158424
S1E1,125.33177673265783,305.93321265264234,-5.9124141298787265,-158.11516672970168,[6.49346446e-08],36,330.66318437917283
S1E1,125.86080518622089,306.497442875428,-3.864081392945508,-160.303595567348,[6.19165822e-10],12,331.3556335665827
S1E1,125.33130280544923,305.9387527945568,-5.910445382326046,-158.1176735810974,[5.03019548e-07],76,330.6680953600114
S1E2,70.39379587201257,269.71549666976455,-2.7987615463623285,-96.08137482660777,[3.75416568e-08],36,278.76436054001186
S1W1,-175.06947458915187,216.31945991151917,-10.786504538148478,80.75379799324642,[3.81667556e-07],40,278.4955625310474
S1W1,-175.0709143368978,216.31784249405408,-10.79682226171417,80.7634093009428,[2.580936e-08],21,278.4956110946649
S1W2,-69.08973285082544,199.33755409954267,0.47015137829492915,45.434475014848715,[2.45058799e-07],40,210.9717343676755
S1W2,-69.08822389432619,199.33643563268205,0.47026080314398655,45.43347814420389,[3.49490094e-07],48,210.97018366782999
W1W2,105.97974173832645,-16.9819058119765,11.256655916443307,-35.31932297839766,[4.92091737e-08],40,107.92035529199491
W1W2,105.98082041863765,-16.989561426694344,11.261139394753195,-35.32515876084866,[2.03383707e-06],24,107.9230872174578
W1W2,208.93195625872627,348.3553100280302,-280.81284825038574,334.29579568682135,[],4,493.82166833110665
W1W2,105.97832833420512,-16.987089713673903,11.258587879561327,-35.320391759513825,[1.30707405e-06],24,107.9199846853899
W1W2,105.98609114405423,-16.99956525624287,11.30857300115202,-35.37236718124904,[1.53448215e-09],12,107.93479771704497
S1E1,125.33150101808383,305.9339330620573,-5.90526297893058,21.462243676843883,[5.04059122e-09],22,330.66361861734293
S1E1,125.33136672877367,305.93232196332133,-5.910455705252957,21.467829368905257,[5.86775308e-08],30,330.66216988735715
S1E1,125.33199282936349,305.93347339394074,-5.905938772449389,21.462984171705102,[6.18405556e-08],33,330.66339180841385
S1E2,70.39296650906827,269.7157110140771,-2.8015294228110292,46.944568136350085,[1.27649324e-08],22,278.7643862994031
E1E2,-54.9385345090156,-36.218222047980255,3.10373355611938,25.482324459506373,[4.49456371e-09],22,65.87590867914068
S2E2,76.14700942128098,236.13336260258015,-3.4392386272556053,15.086049537876306,[6.27086553e-08],40,248.131336876545
S2E2,76.13427916212142,236.13715759625015,-3.4405259506822574,15.084278070754806,[1.50177606e-07],28,248.13105988567702
S2E2,76.13494257318713,236.13755159016065,-3.4407293451681085,15.084955506539075,[2.53586389e-07],58,248.13164121096082
S2E2,74.92061884905024,236.05424069821436,-2.6730256764709424,13.639706392064852,[1.05558585e-10],8,247.67286639154128
S2E2,75.56527823797605,236.6180382707452,-2.8146010816250566,14.11631009019726,[8.8506073e-09],8,248.40718445634226
S2E2,76.14647159485637,236.1330773720884,-3.438876752406685,15.085467393234524,[1.44636573e-07],67,248.13089537354512
E2W2,-139.49235866830693,-70.37923320609929,3.2682485484464223,-38.0809893640541,[9.27969225e-08],40,156.27551325175838
E2W2,-139.48651637123461,-70.38595669339092,3.27393264456688,-38.07738834622838,[6.31596933e-08],28,156.2734455497407
E2W2,-139.51491417683124,-70.39289187406938,3.316525468154609,-38.1290316064891,[2.67843403e-05],24,156.30281457908532
E2W2,-139.48871323746516,-70.38232744378334,3.2665762709608437,-38.0779205910278,[5.04907595e-07],40,156.27361791928197
E2W2,-139.4872217798942,-70.38338007705522,3.266788367874696,-38.08092796556813,[3.12986076e-09],16,156.27276518058127
E2W2,-139.48672342379547,-70.3869425370735,3.27210336097086,-38.07644539775338,[1.02070561e-06],114,156.27403607646593
E2W2,-141.09272889829296,-70.41066740143512,4.4335456450334405,-40.05360362718681,[2.12206072e-11],8,157.74814280640297
E2W2,-140.58489206966624,-69.67494249915094,4.371247950661115,-39.782889200655575,[8.19915576e-10],8,156.964382262811
E2W2,-139.4917047943915,-70.37907415193388,3.2677058207160314,-38.07999974480229,[2.00988142e-07],67,156.27484662049685
S1E1,125.33319186863216,305.93516891255337,-5.91245970098862,127.94414457679301,[2.37105043e-06],79,330.66553152883614
S1E1,125.32431729596226,305.92995768856457,-5.8917178281044755,127.91239562994537,[1.1964897e-09],20,330.65697611874447
S1E1,125.3320837917749,305.93303622749227,-5.910524673686311,127.94010840444705,[6.07584476e-07],104,330.6631037549833
S1E1,125.33213198189742,305.93387391933885,-5.90333777636755,127.93507200947371,[1.47805278e-07],28,330.6637686764662
S1E1,125.3337768009398,305.9348044693403,-5.9084399566141315,127.94028164067191,[1.30967179e-07],48,330.665344201055
S1W1,-175.07058075926713,216.31956652693762,-10.793523980778048,114.12265708350878,[4.91045728e-07],79,278.4966126718831
S1W1,-175.0686665542655,216.31829867845704,-10.788494847906463,114.11705884653851,[3.0526189e-06],180,278.49422969482515
S1W1,-175.0778031590989,216.30076560111044,-10.753977953086036,114.09130666736426,[5.25277798e-10],20,278.4850200647391
S1W1,-175.07152012675766,216.31981376410846,-10.795922839538207,114.12310307966048,[1.54154227e-07],48,278.49748820481227
E1W1,-300.40377262789923,-89.61560238561601,-4.881064279789435,-13.821487493284344,[2.15448718e-06],79,313.52385489546856
E1W1,-300.56599946865526,-89.67342787017763,-4.316436959594711,-14.408427030367328,[3.96669779e-09],12,313.687544111343
E1W1,-300.40212045506127,-89.62919208745383,-4.862260124981802,-13.82108896258071,[1.86248155e-09],20,313.52586435838083
E1W1,-300.40529692769735,-89.61499070523163,-4.88748288292453,-13.81717856101102,[6.41945129e-08],48,313.52524056325615
S1E1,124.40620437646125,-732130.091219556,-498258.9421584441,669519.5114482592,[2.40855306e-10],12,885593.8456125985
S1W1,-175.6412450390037,-476426.57574606204,-324255.79073807644,435800.63378530956,[1.43101227e-10],12,576302.1176033803
S1W1,-262.9528480228311,-210.8514020846382,159.7855540483592,-217.0575288870714,[],4,373.0066183419766
E1W1,-300.0474494166584,255703.51453308508,174003.15078063725,-233718.87680320902,[6.85354387e-11],12,309291.8910263131
S1W1,-173.49337961446955,218.02289815368965,-4.655426430373126,-35.47343367305862,[3.87614599e-10],12,278.667561593798
S1W1,-175.1271195114957,110.29845737736241,-83.01850153041396,62.60880265008953,[],4,222.9962539698254
E1W1,-299.35418480060025,-88.47454472164137,-0.7913450370771162,124.83016189391518,[7.18006731e-10],12,312.1558893378457
S1S2,-5.746108719777023,33.58153638730078,0.6369381171738091,32.09696147015583,[1.64180205e-07],37,34.07554903029755
S1W2,-69.09039681429195,199.33596703932997,0.46540723719189714,118.60037207460462,[2.32254657e-07],37,210.97044174802687
S2W2,-63.34428809451495,165.75443065202927,-0.1715308799819013,86.50341060444879,[2.17167354e-07],37,177.4459341259249
S1E1,125.33474273641508,305.931074922696,-5.9151382303650735,-15.300053673287891,[6.45702773e-08],28,330.66237947556704
S1E1,125.33517299125681,305.9381724030974,-5.902570882771556,-15.314941622435072,[2.78400588e-07],52,330.66888463404257
S1E1,124.15013384364599,140.48350842075786,-127.58181573587781,91.23012166310845,[],3,226.77299569848222
S1E1,125.33486291717668,305.931266368706,-5.916178701635658,-15.298932191702932,[1.64803652e-08],20,330.66262077056325
S1W1,-175.07305172421272,216.3182054261725,-10.791033926747971,-98.6130359472672,[3.57307675e-08],28,278.497012285656
S1W1,-175.0879548454851,216.3115408323674,-10.772893765986652,-98.62194541770599,[6.6652444e-07],100,278.5005024579683
S1W1,-175.07580162809185,216.31971971484327,-10.786700558445517,-98.61931882373908,[1.67866783e-08],20,278.49974930359434
S1E1,125.32932610718272,305.9304606565256,-5.917172374953964,-158.31823894001957,[3.64159602e-08],22,330.6597944548285
S1W1,-175.06506304758233,216.32190269294478,-10.783863776502443,44.39480791884762,[1.7474958e-08],22,278.4945845119794
S1W1,-175.06978171950337,216.31948869747333,-10.789454520316525,44.398987321333124,[2.67960217e-07],41,278.49589223271647
E1W1,-300.39438915476484,-89.60855796358118,-4.866691401548415,202.7130468588672,[2.42656406e-08],22,313.5126271478945
E1W1,-300.3970930453269,-89.60981788405567,-4.870540320597627,202.7176545332224,[8.16645257e-09],20,313.51563778272845
S1E1,125.33591403754897,305.9314769848882,-5.917489632701404,21.265911422710104,[1.32535068e-07],35,330.6632375111212
S1E1,125.33611106904591,305.93266737337876,-5.9172703118030086,21.265965882111743,[9.73865182e-08],43,330.6644096240863
S1E1,125.33491365809726,305.93371479719536,-5.913574363315064,21.261929493427516,[4.81212605e-07],71,330.6648587210997
S1W1,-175.07293558411575,216.3190631654664,-10.79051991134719,-62.04992066078826,[1.97802484e-07],35,278.4975855959655
S1W1,-175.07402974798697,216.31952249785328,-10.788566853272755,-62.05162285986822,[5.2699977e-08],43,278.4985545395987
S1W1,-175.07408776864315,216.31850452485398,-10.788531376455325,-62.05215276079416,[3.67109865e-07],71,278.49779894489757
S1E1,2.1179723650895337,4.048341916807831,8.903534295363253,10.007387379499997,[],1,10.007387379499999
S1E1,0.1598527706714492,1.3727897777585623,2.9048597744460634,3.216879698000001,[],1,3.216879698000001
S1E1,61.20590469741041,206.17978406352273,-136.62516153341983,40.13536006827784,[],3,254.7993345563179
S1E1,17.347637632519508,7.495491690436316,16.33566851019106,24.979531476500004,[],1,24.97953147650001
S1E1,125.3316356572946,305.9308513008358,-5.914515772051658,-125.00845532085461,[1.12710625e-10],5,330.66098374468794
S1E1,0.9244510104694896,3.5225625702319308,7.282440565205613,8.142296808500001,[],1,8.142296808500001
S1E2,2.713722593634948,5.187072837910429,11.40794968753499,12.8222981955,[],1,12.8222981955
S1E2,0.501829957063622,4.309634624012188,9.11930177852383,10.098834033000001,[],1,10.098834033
S1E2,70.40087302870566,269.72157759169295,-2.7861719222857744,-95.8860114579181,[2.25527919e-08],16,278.7719051406295
S1E2,70.39412898815827,269.7152371573635,-2.797621252042191,-95.87124896804704,[2.6318309e-08],7,278.76418212446913
S1E2,18.936173726831036,189.66902149012603,-107.6868233803108,36.65516654931837,[],3,218.92776963687558
S1E2,11.153770676778109,4.8192726407947415,10.503118884209355,16.060743924,[],1,16.060743924000004
S1E2,70.39427046794988,269.7110169864987,-2.8029266110433326,-95.85685673165472,[1.07931187e-10],5,278.7601879684277
S1E2,-8.848835022757637,-0.835347512815074,-6.9995493194879,-11.313415814999995,[],1,11.313415814999995
S1E2,-4.982621512298234,-2.598954331826782,-14.615268328548668,-15.658452959000007,[],1,15.658452959000009
S1E2,1.493711571699933,5.691694220248942,11.766838501198897,13.156178992000005,[],1,13.156178992000003
S1W1,5.063128167328259,9.677781602735376,21.284383131090202,23.923203983999993,[],1,23.923203983999997
S1W1,-175.06877632516523,216.32200097028323,-10.788049356679778,6.98878582982519,[3.61130484e-08],16,278.4971571788482
S1W1,-175.07198632449976,216.31884966665316,-10.79582887301882,6.997692098812308,[7.39644711e-08],22,278.4970287772662
S1W1,-175.06997090901962,216.32032523697794,-10.788809256250346,6.990030803342734,[4.8146856e-10],7,278.496635939978
S1W1,-175.07053837011088,216.31997850015253,-10.797131105677408,6.998029129094789,[4.0894778e-09],11,278.4970458436141
S1W1,-175.07605883881374,216.32164252036046,-10.796680745388613,6.999798248239927,[9.68512339e-10],5,278.5017912264771
S1W1,-210.94235128468847,54.897844487688225,31.110465394787482,1.389142905671747,[],2,220.1779052311734
S1W1,0.29415298597129436,7.516908573343047,26.166361738875626,27.226254371999982,[],1,27.226254371999985
S1W1,4.033504778344167,15.369416873513961,31.774273038921283,35.525942112500005,[],1,35.5259421125
S1W1,-0.7867251665510517,-0.5513764703725066,-3.9164089786645375,-4.032519285499999,[],1,4.0325192855
S2E1,1.2664947559661552,2.4208076991497243,5.324091891145,5.984168559499998,[],1,5.984168559499999
S2E1,-0.08194875625366027,-0.7037626837027111,-1.489180604172417,-1.6491380734999994,[],1,1.6491380734999992
S2E1,71.19859840411561,179.2102359669055,-128.603815382234,34.07852627377751,[],3,231.78544048514394
S2E1,16.785337642527416,7.252535560512473,15.80617011770818,24.169854067000003,[],1,24.16985406700001
S2E1,131.07986502467512,272.35135148961433,-6.550253486687012,-120.12191860297435,[6.2927455e-11],5,302.3244870893629
S2E1,0.3819309112270526,1.4553237727759407,3.0086928669300486,3.3639368710000017,[],1,3.3639368710000013
S2E2,1.8622449845115696,3.559538620252321,7.828507283316734,8.799079375499998,[],1,8.799079375499998
S2E2,0.2600284301385116,2.2330821625509145,4.725261399905349,5.2328162615,[],1,5.2328162615
S2E2,76.14009254025684,236.1319622438573,-3.4360649703964583,-90.98239400492793,[2.67909518e-08],7,248.1278376717415
S2E2,28.928867433535736,162.69947339350972,-99.66547722912524,30.598332754818287,[],3,192.97980558810224
S2E2,10.59147068678601,4.576316510870899,9.973620491726475,15.251066514499998,[],1,15.2510665145
S2E2,76.14249983533074,236.13151717527717,-3.4386643256774505,-90.97032001377573,[6.65891119e-11],5,248.12818883999503
S2E2,-6.305059485920017,-0.5952100752436676,-4.987388138721199,-8.061146977999996,[],1,8.061146977999996
S2E2,-4.895521273045599,-2.553522515753647,-14.35978166053345,-15.384730583000003,[],1,15.384730583000005
S2E2,0.951191472457495,3.624455422792952,7.493090802923333,8.377819054500003,[],1,8.377819054500003
S2W1,4.211650558204887,8.050247385077272,17.704940726871953,19.899985164,[],1,19.899985164000004
